,SKU,Product_Name,Category,main_category,sub_category,Is_Bridal,Has_Discount,is_bestseller,Definition,Product_URL,Extra_Detail_on_Product,Delivery_Time,NeckPiece_Type,Earing_Type,Haaram_Length,Earring_Length,Dome_Width,Available_Options,Availability_Rope_Addon,Availability_Chain_Addon,Availability_Size_2.4,Availability_Size_2.6,Availability_Size_2.8,Availability_Size_2.10,Availability,Size_2.4_availability,Size_2.6_availability,Size_2.8_availability,Size_2.10_availability,Any_Size_Available,Rope_Cost,Chain_Cost,Size_2.4_Cost,Size_2.6_Cost,Size_2.8_Cost,Size_2.10_Cost,Base_Price_Without_Addon,Discounted_Base_Price_Without_Addon,Final_Price_with_Rope_Addon,Final_Price_with_Chain_Addon,american,antique,indo,kerala,mediterranean,traditional,royal,victorian,vintage,western,work,party,bold,invisible,goddess,floral,coin,krishna,lakshmi,maangaz,peacock,tamara,temple,coral,beaded,emerald,pearl,ruby,stoned
0,M57611,aathmika version 3 haaram,"American Diamond, Exclusive, Haaram",American Diamond,Haaram,0,0,0,trilayered antique black gold finished victorian handcrafted exquisite stone worked green beaded haaram set with bold earrings,https://madeforhers.in/product/aathmika-version-3-haaram-2/,The length of the haaram can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,12,2.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2429,No Discount,2429,2489,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,M91478,ajanta victoria neckpiece – aadi,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,1,0,antique gold finished exquisite american diamond stone worked peacock and elephant designed cluster rice pearl and golden beaded victoria pattern nekpiece set with statement earrings,https://madeforhers.in/product/ajanta-victoria-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.9,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,2099,2029,Not Applicable,Not Applicable,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,M92687,alex butterfly neckpiece set – indhu,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond multi coloured stone worked party wear neckpiece set,https://madeforhers.in/product/alex-butterfly-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,0.9,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,929,No Discount,Not Applicable,Not Applicable,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,M16513,Angarakka party wear,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,antique gold finished American diamond stone worked floral designed and 3d pavazham beaded party wear neckpiece set,https://madeforhers.in/product/angarakka-party-wear-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1649,No Discount,1649,1709,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
4,M64435,Angarakka party wear,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,antique gold finished American diamond micro stone worked floral and 3d pavazham beaded party wear neckpiece set,https://madeforhers.in/product/angarakka-party-wear/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1629,No Discount,1629,1689,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5,M74851,Arya interchangeables neckpiece set,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond stone worked peacock designed one base and three different color interchangables with jhumkas,https://madeforhers.in/product/arya-interchangeables-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.8,0.4,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1329,No Discount,1329,1389,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,M76859,catherine midlength neckpiece set-cindrella diamond replica,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,GJ polish American diamond heavy stoned worked floral pattern  midlength neckpiece set,https://madeforhers.in/product/catherine-midlength-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2799,No Discount,2799,2859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
7,M36251,chanakiya victorian neckpiece – Trisha,"American Diamond, Choker Piece",American Diamond,Chocker Piece,0,0,0,antique gold finished jadau stone worked cluster pearl victorian designed statement choker neckpiece set,https://madeforhers.in/product/chanakiya-victorian-neckpiece/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,3049,No Discount,3049,3109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,M99331,charlz party wear,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,american dimaond floral designed grand stone worked neckpieces set,https://madeforhers.in/product/charlz-party-wear/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,9,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1129,No Discount,1129,1189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,M11375,charlz version 2,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond stone worked floral pattern indo western party wear neckpiece set,https://madeforhers.in/product/charlz-version-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1079,No Discount,Not Applicable,Not Applicable,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,M12148,cora peacock interchangeables,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,american diamond stone worked peacock pattern 1 base and 3 different colour interchangeables neckpiece set with earrings,https://madeforhers.in/product/cora-peacock-interchangeables/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1179,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,M93431,Danbury Victoria party wear,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,antique black gold finished American diamond and exquisite Victoria stone worked neckpiece set,https://madeforhers.in/product/danbury-victoria-party-wear/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1099,No Discount,1099,1159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,M15741,Diamond replica earstud – Gift,"American Diamond, Earrings, Golden Jewellery",American Diamond,Earrings,0,0,1,american diamond stoned real diamond replica desighned vintage ruby earstud,https://madeforhers.in/product/diamond-replica-earstud-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,0.9,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,639,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13,M25248,Eclat – Navarathana neckpiece set,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,1,antique gold finished exquisite American diamond navarathana multi colour stone worked neckpiece set,https://madeforhers.in/product/eclat-navarathana-neckpiece-set/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1649,No Discount,1649,1709,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,M14762,Elizabeth neckpiece – cindrella,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,1,GJ polished ameican diamond heavy stone worked neckpiece set,https://madeforhers.in/product/elizabeth-neckpiece/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1789,No Discount,1789,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,M64355,Elizabeth neckpiece – Guest look 2- cindrella,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,1,GJ polished ameican diamond heavy stone worked neckpiece set,https://madeforhers.in/product/elizabeth-neckpiece-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1789,No Discount,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,M53652,Elizabeth version 2 haaram – cindrella diamond replica,"American Diamond, Golden Jewellery, Haaram",American Diamond,Haaram,0,0,1,GJ polish heavy micro American diamond stoned worked floral desighned pendent removable long haaram set with statement earrings,https://madeforhers.in/product/elizabeth-version-2-haaram/,The length of the haaram can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,2,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,3569,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17,M14433,elizabeth version 3 midlength – Diamond replica- cindrella diamond replica,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,1,GJ polish American diamond heavy stoned worked floral pattern pendent removable midlength neckpiece set,https://madeforhers.in/product/elizabeth-version-3-midlength-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.9,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1749,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
18,M81385,elizabeth version 3 midlength – green – Diamond replica- cindrella diamond replica-royal,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,1,GJ polish American diamond heavy stoned worked floral pattern pendent removable emerald green midlength neckpiece set,https://madeforhers.in/product/elizabeth-version-3-midlength/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.9,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1749,No Discount,1749,1809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
19,M74641,Enchanteur dual layered neckpiece,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,antique gold finished dual layered exquisite moissnite and Victoria stone worked neckpiece set,https://madeforhers.in/product/enchanteur-dual-layered-neckpiece/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1929,No Discount,1929,1989,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,M47813,fabiola haaram,"American Diamond, Golden Jewellery, Haaram",American Diamond,Haaram,0,1,0,antique black gold finished american diamond stone worked falling star indo western party wear haaram set,https://madeforhers.in/product/fabiola-haaram/,The length of the haaram can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,9.5,1.6,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1539,1399,1399,1459,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,M74954,floral bangles – Bride,"American Diamond, Bangles, Bridal Wears, Golden Jewellery",American Diamond,Bangles,0,0,0,american diamond grand stone worked bridal bangles,https://madeforhers.in/product/floral-bangles-5/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10, Rope, Chain",1,1,1,1,1,1,Out of stock,Out of stock,Out of stock,Out of stock,Out of stock,0,0,60,0,0,0,0,1519,No Discount,1519,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,M82787,floral bangles – Bride,"American Diamond, Bangles, Bridal Wears, Golden Jewellery",American Diamond,Bangles,0,0,0,american diamond grand stone worked bridal bangles,https://madeforhers.in/product/floral-bangles-6/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10, Rope, Chain",1,1,1,1,1,1,Out of stock,Out of stock,Out of stock,Out of stock,Out of stock,0,0,60,0,0,0,0,1519,No Discount,1519,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,M32244,hazel version 2,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,matte gold finished american diamond micro stoned worked leafy pattern party wear neckpiece,https://madeforhers.in/product/hazel-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,1.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1429,No Discount,1429,1489,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,M85555,hy floral mittai,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond stone worked floral pattern flexible and delicate party wear chain set,https://madeforhers.in/product/hy-floral-mittai/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,929,No Discount,Not Applicable,Not Applicable,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,M74245,Ishani AD neck piece set – Bride- cindrella,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,gold finished american diamond exquisite stone worked party wear set with royal ruby block stone,https://madeforhers.in/product/ishani-ad-neck-piece-set-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1529,No Discount,1529,1589,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,M53323,Ishani AD neck piece set -cindrella,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,gold finished american diamond exquisite stone worked party wear set with royal emerald green block stone,https://madeforhers.in/product/ishani-ad-neck-piece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.5,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1529,No Discount,1529,1589,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,M72781,Jolie – cindrella- green,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,GJ polished white gold finished American diamond micro stone worked emerald green party wear neckpiece,https://madeforhers.in/product/jolie-cindrella/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1469,No Discount,1469,1529,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,M84543,Jolie – cindrella- pink,"American Diamond, Golden Jewellery, Neckpiece, New Arrivals",American Diamond,Neckpiece,0,0,0,GJ polished white gold finished American diamond micro stone worked emerald green party wear neckpiece,https://madeforhers.in/product/jolie-cindrella-pink/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1469,No Discount,1469,1529,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,M74586,juliet victorian party wear -indhu,"American Diamond, Neckpiece, Re Stocks, Silver Jewellery",Silver Jewellery,Neckpiece,0,0,0,silver plated american diamond stone worked emeald green royal victorian neckpiece set,https://madeforhers.in/product/juliet-victorian-party-wear/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,Not Applicable,Not Applicable,1.2,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1359,No Discount,1359,1419,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,M35763,milani version 3 – Sam,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond stone worked delicate gold replica neckpiece set,https://madeforhers.in/product/milani-version-3/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,0.6,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,959,No Discount,959,1019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,M73326,minmine version 2,"American Diamond, Golden Jewellery, Neckpiece",American Diamond,Neckpiece,0,0,0,micro gold plated american diamond grand stone worked neckpiece set with jhumkas,https://madeforhers.in/product/minmine-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,1,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1629,No Discount,1629,1689,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,M41654,mittai,"American Diamond, Golden Jewellery, Neckpiece, Sale",American Diamond,Neckpiece,0,0,0,matte gold finished american diamond exquisite ruby and white stoned neckpiece set,https://madeforhers.in/product/mittai-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.1,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,929,No Discount,929,989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
33,M36441,mittai – Budget picks,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,antique gold finished american diamond grand stone worked leafy pattern neckpiece set,https://madeforhers.in/product/mittai-7/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,Not Applicable,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1029,No Discount,1029,1089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,M34852,Monaliza – party wear- RIHANA,"American Diamond, Bridal Wears, Neckpiece, Silver Jewellery",Silver Jewellery,Neckpiece,0,0,0,Silver plated american diamond stoned heavy stone worked grand and gleaming party wear neckpiece set.,https://madeforhers.in/product/monaliza-party-wear/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backchain,pushback,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,2049,No Discount,Not Applicable,Not Applicable,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,M77191,Monaliza version 4 – lilac – cindrella – Thara,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,GJ polish premium micro American diamond stone worked royal emerald green stoned floral bridal neckpiece set,https://madeforhers.in/product/monaliza-version-3-3/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.8,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,2799,No Discount,2799,2859,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,M58978,mullai version 2,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,antique gold finished shimmering heavy stone worked neckpiece set  with jhumkas,https://madeforhers.in/product/mullai-version-2/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,1.3,0.7,Not Applicable,0,0,0,0,0,0,Out of stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,1749,No Discount,Not Applicable,Not Applicable,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,M85959,Nita emerald green block neckpiece set-royal,"American Diamond, Golden Jewellery, Neckpiece, Re Stocks",American Diamond,Neckpiece,0,0,0,sliver plated exquisite emerald green stone worked nita ambani inspired neckpiece set,https://madeforhers.in/product/nita-emerald-green-block-neckpiece-set/,The length of the necklace can be adjust it to your preference using the back rope or back chain attachment.,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",backrope,pushback,Not Applicable,0.8,Not Applicable,"Rope, Chain",1,1,0,0,0,0,In stock,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1,0,60,0,0,0,0,1499,No Discount,1499,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
