,SKU,Product_Name,Category,main_category,sub_category,Is_Bridal,Has_Discount,is_bestseller,Definition,Product_URL,Extra_Detail_on_Product,Delivery_Time,NeckPiece_Type,Earing_Type,Haaram_Length,Earring_Length,Dome_Width,Available_Options,Availability_Rope_Addon,Availability_Chain_Addon,Availability_Size_2.4,Availability_Size_2.6,Availability_Size_2.8,Availability_Size_2.10,Availability,Size_2.4_availability,Size_2.6_availability,Size_2.8_availability,Size_2.10_availability,Any_Size_Available,Rope_Cost,Chain_Cost,Size_2.4_Cost,Size_2.6_Cost,Size_2.8_Cost,Size_2.10_Cost,Base_Price_Without_Addon,Discounted_Base_Price_Without_Addon,Final_Price_with_Rope_Addon,Final_Price_with_Chain_Addon,american,antique,indo,kerala,mediterranean,traditional,royal,victorian,vintage,western,work,party,bold,invisible,goddess,floral,coin,krishna,lakshmi,maangaz,peacock,tamara,temple,coral,beaded,emerald,pearl,ruby,stoned
168,M92729,Diamond replica bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,Antique  gold finished diamond replica  bangles (4 bangle).,https://madeforhers.in/product/diamond-replica-bangles-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,979,No Discount,979,979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,M67346,diamond replica bangles – Brides maid,Bangles,Golden Jewellery,Bangles,0,0,0,american diamond stoned matte gold finished bangles,https://madeforhers.in/product/diamond-replica-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8",0,0,1,1,1,0,Refer to Size Availability,Out of stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1039,No Discount,1039,1039,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,M27345,Diamond replica bangles version 2 – Engagement look,"Bangles, Golden Jewellery",Golden Jewellery,Bangles,0,0,0,american diamond stone worked matte gold finished bangles,https://madeforhers.in/product/diamond-replica-bangles-version-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,969,No Discount,969,969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,M18972,diamond replica bangles version 3,"Bangles, Golden Jewellery",Golden Jewellery,Bangles,0,0,0,matte gold finished American diamond stone worked  bangles,https://madeforhers.in/product/diamond-replica-bangles-version-3/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,Out of stock,Out of stock,1,0,0,0,0,0,0,777,No Discount,777,777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,M59628,elephant bangles,Bangles,Golden Jewellery,Bangles,0,0,0,matte gold finished elephant and floral designed unique bangles,https://madeforhers.in/product/elephant-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8",0,0,1,1,1,0,Refer to Size Availability,In stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,1129,No Discount,1129,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,M19144,Elephant bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique black gold finished elephant and floral designed bold bangles,https://madeforhers.in/product/elephant-bangles-3/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,819,No Discount,819,819,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,M73162,Elephant floral bridal bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique gold finished peacock and floral designed exquisite stone worked bold bridal bangles,https://madeforhers.in/product/elephant-floral-bridal-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1579,No Discount,1579,1579,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
175,M14316,Elephant Kada Bangles,"Bangles, Bridal Wears, Golden Jewellery",Golden Jewellery,Bangles,1,0,0,Antique  gold finished elephant designed bridal  bangles.,https://madeforhers.in/product/elephant-kada-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,1149,No Discount,1149,1149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,M87838,Elephant kada bangles- thara,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique black  gold finished 3d bold elephant worked openable bridal kada bangles,https://madeforhers.in/product/elephant-kada-bangles-thara/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,1799,No Discount,1799,1799,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,M86333,Emerald green vintage bangles- four,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,gold plated emerold green stoned vintage bangles (4 bangles),https://madeforhers.in/product/bangles-70/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8",0,0,1,1,1,0,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1039,No Discount,1039,1039,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,M78289,floral bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,matte gold finished floral designed bangles,https://madeforhers.in/product/floral-bangles-4/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,969,No Discount,969,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,M24972,floral bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,american diamond stone worked gold plated floral pattern grand stone worked bangles,https://madeforhers.in/product/floral-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,819,No Discount,819,819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,M82388,Floral bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique dark gold finished floral designed bangles,https://madeforhers.in/product/floral-bangles-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,In stock,1,0,0,0,0,0,0,619,No Discount,619,619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,M74954,floral bangles – Bride,"American Diamond, Bangles, Bridal Wears, Golden Jewellery",Golden Jewellery,Bangles,1,0,0,american diamond grand stone worked bridal bangles,https://madeforhers.in/product/floral-bangles-5/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1519,No Discount,1519,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,M82787,floral bangles – Bride,"American Diamond, Bangles, Bridal Wears, Golden Jewellery",Golden Jewellery,Bangles,1,0,0,american diamond grand stone worked bridal bangles,https://madeforhers.in/product/floral-bangles-6/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1519,No Discount,1519,1519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,M46225,floral bangles – Pocket friendly,"Bangles, Golden Jewellery",Golden Jewellery,Bangles,0,0,0,matte gold finished floral pattern minimalistic bangles,https://madeforhers.in/product/floral-bangles-8/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,779,No Discount,779,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
184,M31956,floral victoria bangles – Statement look,"Bangles, Golden Jewellery",Golden Jewellery,Bangles,0,0,0,antique black gold finished victorian stone worked   bangles,https://madeforhers.in/product/floral-victoria-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,979,No Discount,979,979,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,M82975,Ganapathi openable kada bangles – thara,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique black gold finished temple designer ganapathi bappa and golden beaded openable kada bangles,https://madeforhers.in/product/ganapathi-openable-kada-bangles-thara/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,2029,No Discount,2029,2029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
186,M24271,Green block bangles – Pocket friendly,"Bangles, Re Stocks",Golden Jewellery,Bangles,0,0,0,American diamond stoned gold plated green block bangles.,https://madeforhers.in/product/green-block-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8",0,0,1,1,1,0,Refer to Size Availability,In stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,679,No Discount,679,679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,M96825,Green block floral bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique gold finished emerald green and white stone worked leafy designed bold bangles,https://madeforhers.in/product/green-block-floral-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,1389,No Discount,1389,1389,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,M97685-02,Kada bangle,Bangles,Golden Jewellery,Bangles,0,0,0,Matte gold finished peacock bangles.,https://madeforhers.in/product/kada-bangle-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8",0,0,1,1,1,0,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,979,No Discount,979,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,M88645,lakshmi bangles,"Bangles, Bridal Wears, Golden Jewellery",Golden Jewellery,Bangles,1,0,0,antique black gold finished goddess lakshmi designed ruby and green stone worked bangles,https://madeforhers.in/product/lakshmi-bangles-3/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,1189,No Discount,1189,1189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
190,M37687,lakshmi bangles,"Bangles, Golden Jewellery",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess lakshmi designed bangles,https://madeforhers.in/product/lakshmi-bangles-4/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,In stock,Out of stock,Out of stock,1,0,0,0,0,0,0,869,No Discount,869,869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,M92838,lakshmi bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique gold finished goddess lakshmi and floral designed exquisite stone worked bangles,https://madeforhers.in/product/lakshmi-bangles-6/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,Out of stock,Out of stock,1,0,0,0,0,0,0,869,No Discount,869,869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
192,M61796,Lakshmi bangles,"Bangles, Bridal Wears, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,1,0,0,antique black gold finished goddess lakshmi designed grand stone worked bangles,https://madeforhers.in/product/lakshmi-bangles-7/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1039,No Discount,1039,1039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193,M48481,Lakshmi bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique gold finished American diamond stone worked goddess Lakshmi and peacock designed bangles,https://madeforhers.in/product/lakshmi-bangles-9/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,Out of stock,Out of stock,1,0,0,0,0,0,0,999,No Discount,999,999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
194,M21941,Lakshmi bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess Lakshmi ruby mini block and emerald green block stone worked bangles,https://madeforhers.in/product/lakshmi-bangles-8/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,899,No Discount,899,899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
195,M29577,Lakshmi bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess Lakshmi emerald green block worked bangles,https://madeforhers.in/product/lakshmi-bangles-10/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,849,No Discount,849,849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
196,M24613,lakshmi bangles – four,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess lakshmi designed bangles (4 bangles),https://madeforhers.in/product/lakshmi-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1019,No Discount,1019,1019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,M96225,lakshmi bangles – Pocket friendly,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess lakshmi and floral designed bangles,https://madeforhers.in/product/lakshmi-bangles-5/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,819,No Discount,819,819,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
198,M46292,Lakshmi bangles – thara,"Bangles, Golden Jewellery, New Arrivals, Re Stocks",Golden Jewellery,Bangles,0,0,0,"antique gold finished goddess lakshmi , peacock and floral kempu stone worked openable bridal bangles",https://madeforhers.in/product/lakshmi-bangles-thara/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1759,No Discount,1759,1759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
199,M58285,Lakshmi bangles (four),"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique gold finished goddess lakshmi 3d pattern bangles,https://madeforhers.in/product/lakshmi-bangles-four/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,899,No Discount,899,899,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,M65571,lakshmi bangles- four,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique black gold finished goddess laskhmi pattern bangles,https://madeforhers.in/product/lakshmi-bangles-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1099,No Discount,1099,1099,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,M41457,lakshmi bridal bangle – Bride,"Bangles, Bridal Wears, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,1,0,0,antique black gold finished goddess lakshmi and floral designed heavy stone worked bridal bangles,https://madeforhers.in/product/lakshmi-bridal-bangle/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,Out of stock,Out of stock,Out of stock,1,0,0,0,0,0,0,1369,No Discount,1369,1369,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
202,M64232,Lakshmi bridal bangles -thara,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,"antique gold  finished goddess lakshmi , floral and kempu stone worked bold bridal openable kada bangles",https://madeforhers.in/product/lakshmi-bridal-bangles-thara/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,Out of stock,Out of stock,Out of stock,1,0,0,0,0,0,0,1729,No Discount,1729,1729,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
203,M58559,Lakshmi coin block bangles,"Bangles, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,0,0,0,antique gold finished goddess Lakshmi emerald green and ruby block worked bangles,https://madeforhers.in/product/lakshmi-coin-block-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,In stock,In stock,In stock,1,0,0,0,0,0,0,1111,No Discount,1111,1111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
204,M38959,Lakshmi coin kada bangles,"Bangles, Bridal Wears, Exclusive, Golden Jewellery, New Arrivals, Re Stocks",Golden Jewellery,Bangles,1,0,0,antique gold finished goddess Lakshmi coin openable real gold inspired kada bangles,https://madeforhers.in/product/lakshmi-coin-kada-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,Out of stock,In stock,Out of stock,1,0,0,0,0,0,0,1599,No Discount,1599,1599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
205,M51228,Lakshmi coin kada bangles – thara,"Bangles, Bridal Wears, Exclusive, Golden Jewellery, New Arrivals",Golden Jewellery,Bangles,1,0,0,antique gold finished  Lakshmi coin ruby and emerald green stone worked openable bridal bangles,https://madeforhers.in/product/lakshmi-coin-kada-bangles-2/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,Out of stock,Out of stock,Out of stock,Out of stock,0,0,0,0,0,0,0,2049,No Discount,2049,2049,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
206,M58674,lakshmi floral bangles,"Bangles, Golden Jewellery, Re Stocks",Golden Jewellery,Bangles,0,0,0,antique black gold finished grand stone goddess lakshmi and floral designed bangles,https://madeforhers.in/product/lakshmi-floral-bangles/,No extra details available for this product,"We take 3 business days to ship any product. After the shipment, it takes 5 to 9 Working Days to reach you.",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2.4, 2.6, 2.8, 2.10",0,0,1,1,1,1,Refer to Size Availability,In stock,In stock,In stock,Out of stock,1,0,0,0,0,0,0,1149,No Discount,1149,1149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
